sl_no,dist_name,samiti_name,gp,reservation,name,sex_manual,category,gp_new,dist_name_new,samiti_name_new
4855,ANUMANGAR,H SANGARIYA,RA T ANPURA,General,SATYAPAL,M,OBC,ra t anpura,HANUMANGARH,SANGARIYA
4148,DUNGARPUR,SIMALWARA,BANSIYA,ST,SATYAPAL ROAT,M,ST,bansiya,DUNGARPUR,SIMALWARA
8923,SIKAR,PATAN,RAMSINGHPURA,General,SATYAPAL YADAV,M,OBC,ramsinghpura,SIKAR,PATAN
1974,BHARA TPUR,KUMHER,REETHOTI,OBC,SATYAPRAKASH,M,OBC,reethoti,BHARATPUR,KUMHER
4005,DHOLPUR,SAIP AU,SAKHW ARA,SC,SATYAVEER,M,SC,sakhw ara,DHOLPUR,SAIP AU
6231,JHUNJHUNU,KHETRI,DOODHWA NANGLIYA,OBC,SATYAVEER SINGH,M,OBC,doodhwa nangliya,JHUNJHUNU,KHETRI
2959,BUNDI,K.PATAN,BALWAN,General,SATYENDRA SINGH,M,General,balwan,BUNDI,K.PATAN
9288,TONK,UNIARA,BALITHAL,General,SATYNARAYAN,M,OBC,balithal,TONK,UNIARA
3218,CHITTORGARH,CHITTORGARH,SEMALPURA,OBC,SATYNARAYAN,M,OBC,semalpura,CHITTORGARH,CHHITORGARH
6818,JODHPUR,LOHAWAT,MOOLRAAJ,General (Woman),SAU,F,OBC (Woman),moolraaj,JODHPUR,LOHAWAT
666,ALWAR,THANAGAZI,AJABPURA,OBC (Woman),SAU,F,OBC (Woman),ajabpura,ALWAR,THANAGAZI
9743,UDAIPUR,SAYARA,CHITRAWAS,ST,SAVA RAM,M,ST,chitrawas,UDAIPUR,SAYARA
9762,UDAIPUR,SAYARA,VISMA,ST,SAVA RAM,M,ST,visma,UDAIPUR,SAYARA
7900,P ALI,RANI,BALRAI,ST,SAVARAM MEENA,M,ST,balrai,PALI,RANI
2658,BIKANER,DUNGARGARH,TOLIYASAR,OBC (Woman),SAVATRI,F,OBC (Woman),toliyasar,BIKANER,DUNGARGARH
1962,BHARA TPUR,KUMHER,DHANW ADA,General,SAVITA,F,OBC (Woman),dhanwada,BHARATPUR,KUMHER
1337,BARAN,SHAHBAD,KHATAKA,General (Woman),SAVITA,F,OBC (Woman),khataka,BARAN,SHAHBAD
6158,JHUNJHUNU,BUHANA,DHANA,SC (Woman),SAVITA,F,SC (Woman),dhana,JHUNJHUNU,BUHANA
9372,UDAIPUR,BHINDER,KUNTHW AS,SC (Woman),SAVITA,F,SC (Woman),kunthwas,UDAIPUR,BHINDAR
8991,SIROHI,PINDW ARA,VASA,ST (Woman),SAVITA,F,ST,vasa,SIROHI,PINDWARA
1125,BANSW ARA,TALWADA,SURPUR,ST (Woman),SAVITA,F,ST (Woman),surpur,BANSWARA,TALWADA
4257,DUNGARPUR,JOTHALI,RENT A,ST (Woman),SAVITA,F,ST (Woman),rent a,DUNGARPUR,JOTHALI
4076,DUNGARPUR,DUNGARPUR,DEVALKHAS,ST (Woman),SAVITA DEVI,F,ST (Woman),devalkhas,DUNGARPUR,DUNGARPUR
9459,UDAIPUR,JHADOL,ATATIYA,ST (Woman),SAVITA DEVI,F,ST (Woman),atatiya,UDAIPUR,JHADOL
9451,UDAIPUR,GOGUNDA,RAVILIYAKHURD,General (Woman),SAVITA KUNWAR,F,General (Woman),raviliyakhurd,UDAIPUR,GOGUNDA
3778,DAUSA,SIKRAI,CHANDERA,ST (Woman),SAVITA MEENA,F,ST (Woman),chandera,DAUSA,SIKRAI
2710,BIKANER,KHAJUW ALA,20 BD,SC (Woman),SAVITA RANI,F,SC (Woman),20 bd,BIKANER,KHAJUWALA
3534,CHURU,SUJANGARH,GOP ALPURA,General,SAVITA RATHI,F,General (Woman),gop alpura,CHURU,SUJANGARH
5369,JAIPUR,PAWATA,P ANDITPURA,General (Woman),SAVITA SHARMA,F,General (Woman),p anditpura,JAIPUR,PAWATA
603,ALWAR,RAJGARH,MOTIW ADA,General,SAVITRI,F,General,motiwada,ALWAR,RAJGARH
7388,NAGAUR,LADNU,KHAMIYAD,General (Woman),SAVITRI,F,General,khamiyad,NAGAUR,LADNU
1200,BARAN,ATARU,SAKA TPURA,General (Woman),SAVITRI,F,General (Woman),sakatpura,BARAN,ATRU
639,ALWAR,RAMGARH,KHEDI,General,SAVITRI,F,OBC,khedi,ALWAR,RAMGARH
3580,CHURU,T ARANAGAR,SANTYU,General (Woman),SAVITRI,F,OBC,santyu,CHURU,TARANAGAR
2057,BHARA TPUR,NAGAR,T ARODAR,General (Woman),SAVITRI,F,OBC (Woman),tarodar,BHARATPUR,NAGAR
6369,JHUNJHUNU,UDAIPURWATI,NATAS,General (Woman),SAVITRI,F,OBC (Woman),natas,JHUNJHUNU,UDAIPURWATI
4744,ANUMANGAR,H NOHAR,LALANABAS DIKHANADA,OBC,SAVITRI,F,OBC (Woman),lalanabas dikhanada,HANUMANGARH,NOHAR
1914,BHARA TPUR,DEEG,PASOPA,OBC (Woman),SAVITRI,F,OBC (Woman),pasopa,BHARATPUR,DEEG
4458,GANGANAGAR,RAISNGHNAGAR,59 NP,SC (Woman),SAVITRI,F,SC (Woman),59 np,GANGANAGAR,RAISINGHNAGAR
6681,JODHPUR,SHERGARH,BHANDU CHARNA,SC (Woman),SAVITRI,F,SC (Woman),bhandu charna,JODHPUR,SHERGARH
6710,JODHPUR,SEKHALA,SUKHMANDELA,SC (Woman),SAVITRI,F,SC (Woman),sukhmandela,JODHPUR,SEKHALA
3831,DAUSA,LAWAN,NAGAL GOVIND,SC (Woman),SAVITRI BAIRWA,F,SC (Woman),nagal govind,DAUSA,LAWAN
6468,JODHPUR,BHOP ALGARH,ASOP,General (Woman),SAVITRI DEVI,F,General (Woman),asop,JODHPUR,BHOPALGARH
8871,SIKAR,SRIMADHOPUR,AASPURA,General (Woman),SAVITRI DEVI,F,OBC,aaspura,SIKAR,SRIMADHOPUR
4895,JAIPUR,AMER,CHHAP ARDI,OBC (Woman),SAVITRI DEVI GURJAR,F,OBC (Woman),chhap ardi,JAIPUR,AMBER
8554,S. MADHOPUR,S.MADHOPUR,OLWARA,SC (Woman),SAVITRI KHANGAR,F,SC (Woman),olwara,SAWAIMADHOPUR,SAWAI MADHOPUR
7386,NAGAUR,LADNU,JASW ANTGARH,SC (Woman),SAVITRI KUMARI CHAYAL,F,SC (Woman),jasw antgarh,NAGAUR,LADNU
3816,DAUSA,LAWAN,BADAGAON,ST (Woman),SAVITRI MEENA,F,ST (Woman),badagaon,DAUSA,LAWAN
8548,S. MADHOPUR,S.MADHOPUR,KHILCHIPUR,ST (Woman),SAVITRI MEENA,F,ST (Woman),khilchipur,SAWAIMADHOPUR,SAWAI MADHOPUR
26,AJMER,BHINAY,CHACHUNDRA,General (Woman),SAVITRI ROLAN,F,OBC (Woman),chachundra,AJMER,BHINAY
6107,JHUNJHUNU,ALSISAR,MAHANSAR,SC (Woman),SAVITRI ROLAN,F,SC (Woman),mahansar,JHUNJHUNU,ALSISAR
568,ALWAR,RAINI,BHUDA,General,SAVITRI ROLAN,F,ST,bhuda,ALWAR,RAINI
5476,JAISALMER,SAM,FATEHGARH,General,SAWAI LAL,M,OBC,fatehgarh,JAISALMER,SAM
1744,BARMER,SEDHAWA,GANGASRA,General,SAWAI RAM,M,General,gangasra,BARMER,SEDHAWA
1631,BARMER,GIDA,KANOD,OBC,SAWAI RAM,M,OBC,kanod,BARMER,GIDA
1733,BARMER,SEDHAWA,JANPALIYA,SC,SAWAI RAM,M,SC,janpaliya,BARMER,SEDHAWA
746,ALWAR,UMRAIN,BALETA,General,SAWAI SINGH,M,General,baleta,ALWAR,UMREN
2818,BIKANER,NOKHA,CHARKDA,General,SAWAI SINGH,M,General,charkda,BIKANER,NOKHA
8234,RAJSAMAND,DEOGARH,DOLPURA,General,SAWAI SINGH,M,General,dolpura,RAJSAMAND,DEOGARH
1420,BARMER,BARMER,BARMER GRAMIN,OBC,SAWAI SINGH,M,OBC,barmergramin,BARMER,BARMER
3214,CHITTORGARH,CHITTORGARH,SAMRI,OBC (Woman),SAWATRI GURJAR,F,OBC (Woman),samri,CHITTORGARH,CHHITORGARH
4664,ANUMANGAR,H BHADRA,KANAU,General (Woman),SAWITRI,F,OBC (Woman),kanau,HANUMANGARH,BHADRA
8673,SIKAR,DHOD,SINGHOT CHHOTI,SC (Woman),SAWITRI DEVI,F,SC,singhot chhoti,SIKAR,DHOND
629,ALWAR,RAMGARH,CHOROTIP AHAD,General,SAWROOPI,F,SC,chorotipahad,ALWAR,RAMGARH
6647,JODHPUR,PHALODI,KUNDAL,SC (Woman),SAWROOPI,F,SC (Woman),kundal,JODHPUR,PHALODI
1826,BARMER,GADRAROAD,KHALIFE KI BAVDI,SC (Woman),SAYAR,F,SC (Woman),khalife ki bavdi,BARMER,GADRAROAD
9140,TONK,MALPURA,DUNGRIKALAN,General (Woman),SAYAR BAI,F,OBC,dungrikalan,TONK,MALPURA
6533,JODHPUR,LUNI,KHARABERA PUROHITAN,General (Woman),SAYAR KANWAR,F,General (Woman),kharabera purohitan,JODHPUR,LUNI
7464,NAGAUR,MERTA,NETDIYA,General (Woman),SAYAR KANWAR,F,OBC,netdiya,NAGAUR,MERTA
9095,TONK,DEOLI,BISALPUR,General (Woman),SAYARI DHAKAD,F,OBC (Woman),bisalpur,TONK,DEOLI
5495,JAISALMER,SAM,RAIMALA,SC,SAYARO,M,SC (Woman),raimala,JAISALMER,SAM
3664,DAUSA,DAUSA,KABALESHWER,ST,SEDU RAM MEENA,M,ST,kabaleshwer,DAUSA,DAUSA
32,AJMER,BHINAY,KANEIKALAN,General,SEEM AKUMARI,F,OBC (Woman),kaneikalan,AJMER,BHINAY
6113,JHUNJHUNU,ALSISAR,SONASAR,SC (Woman),SEEM AKUMARI,F,SC (Woman),sonasar,JHUNJHUNU,ALSISAR
574,ALWAR,RAINI,GARISA W AIRAM,ST (Woman),SEEM AKUMARI,F,ST (Woman),garisawairam,ALWAR,RAINI
7099,KOT A,ITAWA,PIP ALDAKALA,General (Woman),SEEMA,F,General (Woman),pip aldakala,KOTA,ITAWA
7158,KOT A,LADPURA,MANDANA,General (Woman),SEEMA,F,General (Woman),mandana,KOTA,LADPURA
2008,BHARA TPUR,NADBAI,KIRILI,General (Woman),SEEMA,F,OBC,kirili,BHARATPUR,NADBAI
4830,ANUMANGAR,H RAWATSAR,PURABSAR,OBC,SEEMA,F,OBC,purabsar,HANUMANGARH,RAWATSAR
2924,BUNDI,HINDOLI,DATUNDA,General (Woman),SEEMA,F,OBC (Woman),datunda,BUNDI,HINDOLI
3008,BUNDI,NAINW A,DUGARI,General (Woman),SEEMA,F,OBC (Woman),dugari,BUNDI,NAINWA
3290,CHITTORGARH,KAP ASAN,SURPUR,General (Woman),SEEMA,F,OBC (Woman),surpur,CHITTORGARH,KAPASAN
6196,JHUNJHUNU,JHUNJHUNU,BHARODA KHURD,General (Woman),SEEMA,F,OBC (Woman),bharoda khurd,JHUNJHUNU,JHUNJHUNU
6628,JODHPUR,PHALODI,NOKHDA BHATIYAN,General (Woman),SEEMA,F,OBC (Woman),nokhda bhatiyan,JODHPUR,PHALODI
9232,TONK,TODARAISINGH,PANVALIYA,General (Woman),SEEMA,F,OBC (Woman),panvaliya,TONK,TODARAISINGH
765,ALWAR,UMRAIN,KESAR PUR,OBC (Woman),SEEMA,F,OBC (Woman),kesar pur,ALWAR,UMREN
3219,CHITTORGARH,CHITTORGARH,SHADI,OBC (Woman),SEEMA,F,OBC (Woman),shadi,CHITTORGARH,CHHITORGARH
7911,P ALI,RANI,ITANDRA MERTIYAN,OBC (Woman),SEEMA,F,OBC (Woman),itandra mertiyan,PALI,RANI
312,ALWAR,BANSUR,Rasnali,SC (Woman),SEEMA,F,SC (Woman),rasnali,ALWAR,BANSUR
619,ALWAR,RAJGARH,TODAJAISINGHPURA,SC (Woman),SEEMA,F,SC (Woman),todajaisinghpura,ALWAR,RAJGARH
2899,BUNDI,BUNDI,LOICHA,SC (Woman),SEEMA,F,SC (Woman),loicha,BUNDI,BUNDI
2935,BUNDI,HINDOLI,MENDI,SC (Woman),SEEMA,F,SC (Woman),mendi,BUNDI,HINDOLI
3268,CHITTORGARH,GANGRAR,SUVANIYA,SC (Woman),SEEMA,F,SC (Woman),suvaniya,CHITTORGARH,GANGRAR
5786,JALORE,SANCHORE,SERNAU,SC (Woman),SEEMA,F,SC (Woman),sernau,JALORE,SANCHORE
8464,S. MADHOPUR,GANGAPURCITY,AMARGARH,SC (Woman),SEEMA,F,SC (Woman),amargarh,SAWAIMADHOPUR,GANGAPUR
144,AJMER,MASUDA,BADI,ST,SEEMA,F,ST,badi,AJMER,MASUDA
877,BANSW ARA,CHHOTI SARVAN,CHHOTI SARVAN,ST (Woman),SEEMA,F,ST (Woman),chhoti sarvan,BANSWARA,CHHOTI SARVAN
6885,KARAULI,HINDAUN,MOTHIYAPURA,ST (Woman),SEEMA,F,ST (Woman),mothiyapura,KARAULI,HINDAUN
2922,BUNDI,HINDOLI,DABET A,SC (Woman),SEEMA BAI,F,SC (Woman),dabet a,BUNDI,HINDOLI
5909,JHALAWAR,JHALRAP A T AN,RUNDLA V,SC (Woman),SEEMA BAI,F,SC (Woman),rundla v,JHALAWAR,JHALRAPATAN
1231,BARAN,CHHABRA,BAPCHA,ST (Woman),SEEMA BAI,F,ST (Woman),bapcha,BARAN,CHHABRA
7704,P ALI,BALI,BHIMANA,ST (Woman),SEEMA BAI,F,ST (Woman),bhimana,PALI,BALI
6023,JHALAWAR,PIDAWA,UNHAIL,OBC (Woman),SEEMA BAI DANGI,F,OBC (Woman),unhail,JHALAWAR,PIRAWA
6907,KARAULI,KAURALI,DUKAWALI,General (Woman),SEEMA BAI GURJAR,F,OBC (Woman),dukawali,KARAULI,KARAULI
3817,DAUSA,LAWAN,BANIYANA,SC (Woman),SEEMA BAIRWA,F,SC (Woman),baniyana,DAUSA,LAWAN
7684,NAGAUR,KHINW ASAR,BHOJAS,General (Woman),SEEMA CHOUDHARY,F,OBC (Woman),bhojas,NAGAUR,KHINW ASAR
419,ALWAR,KOTKASIM,BADHANA,OBC,SEEMA DEVI,F,OBC,badhana,ALWAR,KOTKASIM
8694,SIKAR,FATEHPUR,NABIBPURA,General (Woman),SEEMA DEVI,F,OBC (Woman),nabibpura,SIKAR,FATEHPUR
4361,GANGANAGAR,GHADSANA,9 MD(SATRANA),SC (Woman),SEEMA DEVI,F,SC (Woman),9 md(satrana),GANGANAGAR,GHADSANA
6197,JHUNJHUNU,JHUNJHUNU,BHAROO,SC (Woman),SEEMA DEVI,F,SC (Woman),bharoo,JHUNJHUNU,JHUNJHUNU
8405,S. MADHOPUR,BAMANW AS,KHEDALI,SC (Woman),SEEMA DEVI,F,SC (Woman),khedali,SAWAIMADHOPUR,BAMANWAS
1868,BHARA TPUR,BAYANA,MILAKPUR,ST (Woman),SEEMA DEVI,F,ST (Woman),milakpur,BHARATPUR,BAYANA
9299,TONK,UNIARA,KACHRA VT A,ST (Woman),SEEMA DEVI,F,ST (Woman),kachravta,TONK,UNIARA
2557,BHILWARA,SUWANA,MANGROP,General,SEEMA DEVI SOLANKI,F,SC (Woman),mangrop,BHILWARA,SUWANA
2565,BHILWARA,SUWANA,SAITHURIYA,OBC (Woman),SEEMA GADRI,F,OBC (Woman),saithuriya,BHILWARA,SUWANA
2528,BHILWARA,SHAHPURA,MINDOLIYA,OBC (Woman),SEEMA JAT,F,OBC (Woman),mindoliya,BHILWARA,SHAHPURA
1363,BARMER,BALOTRA,KANANA,General (Woman),SEEMA KANWAR,F,General (Woman),kanana,BARMER,BALOTRA
2113,BHARA TPUR,SEW AR,EKRAN,General (Woman),SEEMA KUMARI,F,General (Woman),ekran,BHARATPUR,SEWAR
3124,CHITTORGARH,BHADESAR,DHEERJI KA KHEDA,General (Woman),SEEMA KUMARI,F,OBC (Woman),dheerji ka kheda,CHITTORGARH,BHADESAR
2628,BIKANER,BIKANER,RAJORA,OBC (Woman),SEEMA KUMARI,F,OBC (Woman),rajora,BIKANER,BIKANER
6051,JHALAWAR,AKALERA,AMRITKHEDI,ST,SEEMA KUMARI,F,ST (Woman),amritkhedi,JHALAWAR,AKALERA
6031,JHALAWAR,BHAVANI MANDI,THIKRIYA,General (Woman),SEEMA KUNWAR,F,OBC (Woman),thikriya,JHALAWAR,BHAVANI MANDI
8607,SIKAR,DANT ARAMGARH,KHACHARIYAWAS,General (Woman),SEEMA LAMBA,F,OBC (Woman),khachariyawas,SIKAR,DANTA RAMGARH
1281,BARAN,CHHIP ABAROD,PEETHPUR,ST (Woman),SEEMA MEENA,F,ST (Woman),peethpur,BARAN,CHHIPABAROD
4901,JAIPUR,AMER,KHORA MEENA,ST (Woman),SEEMA MEENA,F,ST (Woman),khora meena,JAIPUR,AMBER
6948,KARAULI,NADOTI,BADARAJPUR,General,SEEMA MEENA,M,ST (Woman),badarajpur,KARAULI,NADOTI
1136,BARAN,ANT A,BAMORI KALAN,General (Woman),SEEMA NAGAR,F,OBC (Woman),bamori kalan,BARAN,ANTAH
1193,BARAN,ATARU,MOTHPUR,OBC (Woman),SEEMA NAGAR,F,OBC (Woman),mothpur,BARAN,ATRU
5848,JHALAWAR,BAKANI,NANORE,General (Woman),SEEMA SONDIYA,F,OBC (Woman),nanore,JHALAWAR,BAKANI
3329,CHITTORGARH,RASHMI,AARNI,OBC (Woman),SEEMA SUTHAR,F,OBC (Woman),aarni,CHITTORGARH,RASHMI
8003,P ALI,SUMERPUR,ERANPURA,ST (Woman),SEET A,F,ST (Woman),eranpura,PALI,SUMERPUR
2785,BIKANER,LUNKARANSAR,MAHADEW ALI,OBC,SEETA,F,OBC (Woman),mahadewali,BIKANER,LUNKARANSAR
5557,JAISALMER,SANKDA,ODHANIYA,SC (Woman),SEETA,F,SC (Woman),odhaniya,JAISALMER,SANKRA
3350,CHITTORGARH,RASHMI,UNCHA,General (Woman),SEETA AHIR,F,OBC (Woman),uncha,CHITTORGARH,RASHMI
8169,PRA T APGARH,PRA T APGARH,LUHARIA,ST (Woman),SEETA BAI,F,ST (Woman),luharia,PRATAPGARH,PRATAPGARH
3331,CHITTORGARH,RASHMI,BARU,SC (Woman),SEETA BAIRWA,F,SC (Woman),baru,CHITTORGARH,RASHMI
2461,BHILWARA,RAIPUR,NAHRI,OBC (Woman),SEETA DEVI,F,OBC (Woman),nahri,BHILWARA,RAIPUR
2536,BHILWARA,SUWANA,AAMLIGARH,General,SEETA DEVI GARG,F,General (Woman),aamligarh,BHILWARA,SUWANA
4077,DUNGARPUR,DUNGARPUR,GAMDIDEW AL,ST (Woman),SEETA DEVI KOTED,F,ST (Woman),gamdidew al,DUNGARPUR,DUNGARPUR
9165,TONK,NIW AI,ARNIYA,General (Woman),SEETA GURJAR,F,OBC (Woman),arniya,TONK,NIWAI
7719,P ALI,BALI,KOYALWAW,ST,SEETA KUMARI,F,ST (Woman),koyalwaw,PALI,BALI
784,ALWAR,UMRAIN,BELAKA,SC (Woman),SEETA MEENA,F,SC (Woman),belaka,ALWAR,UMREN
8484,S. MADHOPUR,GANGAPURCITY,NARAYANPUR TATWARA,ST (Woman),SEETA MEENA,F,ST (Woman),narayanpur tatwara,SAWAIMADHOPUR,GANGAPUR
7152,KOT A,LADPURA,KASAR,General,SEETA RAM,M,OBC,kasar,KOTA,LADPURA
2808,BIKANER,LUNKARANSAR,SABNIYA,SC,SEETA RAM,M,SC,sabniya,BIKANER,LUNKARANSAR
378,ALWAR,KA THUMAR,SONKHERI,General (Woman),SEETA TAM,F,General (Woman),sonkheri,ALWAR,KATHUMAR
3504,CHURU,SARDARSHAHAR,MALSAR,SC,SEETA TAM,M,SC,malsar,CHURU,SARDAR SHAHAR
8549,S. MADHOPUR,S.MADHOPUR,KUNDERA,General,SEETARAM JAT,M,OBC,kundera,SAWAIMADHOPUR,SAWAI MADHOPUR
9204,TONK,NIW AI,SUNARA,ST,SEETARAM MEENA,M,ST,sunara,TONK,NIWAI
3079,CHITTORGARH,BARISADRI,P ARSOLI,ST,SEETARAM MINA,M,ST,p arsoli,CHITTORGARH,BARISADRI
6847,JODHPUR,PIPAR SHAHAR,TILVASNI,OBC (Woman),SENU DEVI,F,OBC (Woman),tilvasni,JODHPUR,PIPAR SHAHAR
5728,JALORE,RANIW ARA,CHITRODI,General,SESA RAM,M,OBC,chitrodi,JALORE,RANIWARA
7679,NAGAUR,KHINW ASAR,NARW AKALAN,SC,SEVARAM,M,SC,narw akalan,NAGAUR,KHINW ASAR
3696,DAUSA,LALSOT,HEMLIYAWALA,ST,SH. RAMKISHOR MEENA,M,ST,hemliyawala,DAUSA,LALSOT
2040,BHARA TPUR,NAGAR,KHESTI,General (Woman),SHABANA,F,OBC (Woman),khesti,BHARATPUR,NAGAR
8461,S. MADHOPUR,BONLI,THADOLI,General,SHABBIR KHA,M,OBC,thadoli,SAWAIMADHOPUR,BONLI
991,BANSW ARA,KUSHALGARH,BADVAS BADI,ST,SHABHULAL,M,ST,badvas badi,BANSWARA,KUSHALGARH
2185,BHARA TPUR,P AHADI,BAMANW ADI,General (Woman),SHABNAM,F,OBC (Woman),bamanwadi,BHARATPUR,PAHADI
8697,SIKAR,FATEHPUR,ROHAL SAHABSAR,General (Woman),SHABNAM KHAN,F,OBC (Woman),rohal sahabsar,SIKAR,FATEHPUR
543,ALWAR,NEEMRANA,KANHAWAS,General (Woman),SHABNUM BANNO,F,OBC (Woman),kanhawas,ALWAR,NEEMRANA
6082,JHUNJHUNU,ALSISAR,ALSISAR,General (Woman),SHABNUM BANNO,F,OBC (Woman),alsisar,JHUNJHUNU,ALSISAR
1,AJMER,ARAI,AKODIYA,SC,SHABNUM BANNO,M,SC,akodiya,AJMER,ARAI
1140,BARAN,ANT A,BHOJA KHERI,OBC (Woman),SHAFINA,F,OBC (Woman),bhoja kheri,BARAN,ANTAH
4867,ANUMANGAR,H TIBBI,GUDIYA,General,SHAH MOHAMMAD,M,General,gudiya,HANUMANGARH,TIBI
2596,BIKANER,BIKANER,JAALWALI,General,SHAHID AZAM,M,General,jaalwali,BIKANER,BIKANER
9045,SIROHI,SHIVGANJ,JOGAPURA,General (Woman),SHAIL KANWAR,F,General (Woman),jogapura,SIROHI,SHEOGANJ
1541,BARMER,SINDHARI,BHUNKA BAGATSINGH,General,SHAIL KANWAR,F,General (Woman),bhunka bagatsingh,BARMER,SINDHARI
4959,JAIPUR,CHAKSU,CHANDALAI,General,SHAILENDRA SINGH,M,General,chandalai,JAIPUR,CHAKSU
8423,S. MADHOPUR,BONLI,BAHTER,General (Woman),SHAINA BANO,F,OBC (Woman),bahter,SAWAIMADHOPUR,BONLI
6062,JHALAWAR,AKALERA,GOP ALPURA,General (Woman),SHAITAN BAI,F,OBC (Woman),gop alpura,JHALAWAR,AKALERA
6684,JODHPUR,SHERGARH,GAJESINGH NAGAR,ST,SHAITANA RAM,M,ST,gajesingh nagar,JODHPUR,SHERGARH
1477,BARMER,CHAUHA T AN,RAMJAN KI GAFAN,General,SHAKAR DEEN,M,OBC,ramjan ki gafan,BARMER,CHOHTAN
1474,BARMER,CHAUHA T AN,KONRA,OBC,SHAKAR KHAN,M,OBC,konra,BARMER,CHOHTAN
516,ALWAR,MUNDAWAR,RAJW ADA,General (Woman),SHAKEELA,F,OBC (Woman),rajwada,ALWAR,MANDAWAR
4790,ANUMANGAR,H PILIBANGA,LONGW ALA,General (Woman),SHAKEELA,F,OBC (Woman),longw ala,HANUMANGARH,PILIBANGA
7865,P ALI,RAIPUR,AMARPURA,General,SHAKRUDIN,M,OBC,amarpura,PALI,RAIPUR
6838,JODHPUR,PIPAR SHAHAR,CHIRDANI,General,SHAKTI SINGH,M,General,chirdani,JODHPUR,PIPAR SHAHAR
4903,JAIPUR,AMER,LABANA,SC (Woman),SHAKUNATALA DEVI,F,SC (Woman),labana,JAIPUR,AMBER
508,ALWAR,MUNDAWAR,MAJRIKHOLA,General (Woman),SHAKUNT ALA,F,General (Woman),majrikhola,ALWAR,MANDAWAR
2087,BHARA TPUR,ROOPWAS,MAHALPURCHURA,General (Woman),SHAKUNT ALA,F,General (Woman),mahalpurchura,BHARATPUR,RUPBAS
3019,BUNDI,NAINW A,KOLAHEDA,ST (Woman),SHAKUNT ALA,F,ST (Woman),kolaheda,BUNDI,NAINWA
4782,ANUMANGAR,H PILIBANGA,HARDYALPURA,General (Woman),SHAKUNTALA,F,OBC (Woman),hardyalpura,HANUMANGARH,PILIBANGA
4862,ANUMANGAR,H TIBBI,BERWALA KALA,General (Woman),SHAKUNTALA,F,OBC (Woman),berwala kala,HANUMANGARH,TIBI
6545,JODHPUR,LUNI,P ALASANI,General (Woman),SHAKUNTALA,F,OBC (Woman),p alasani,JODHPUR,LUNI
6426,JODHPUR,BAP,KELANSAR,OBC (Woman),SHAKUNTALA,F,OBC (Woman),kelansar,JODHPUR,BAP
4478,GANGANAGAR,RAISNGHNAGAR,MUKLAVA,General,SHAKUNTALA DEVI,F,SC,muklava,GANGANAGAR,RAISINGHNAGAR
3617,DAUSA,BANDIKUI,BIW AI,General (Woman),SHAKUNTALA DEVI,F,ST (Woman),biw ai,DAUSA,BANDIKUI
3965,DHOLPUR,RAJAKHERA,MARENA,General (Woman),SHAKUNTLA,F,OBC (Woman),marena,DHOLPUR,RAJAKHERA
4649,ANUMANGAR,H BHADRA,BOJHALA,General (Woman),SHAKUNTLA,F,OBC (Woman),bojhala,HANUMANGARH,BHADRA
4645,ANUMANGAR,H BHADRA,BHARW ANA,General (Woman),SHAKUNTLA,F,SC (Woman),bharw ana,HANUMANGARH,BHADRA
4644,ANUMANGAR,H BHADRA,BHANGW A,SC (Woman),SHAKUNTLA,F,SC (Woman),bhangw a,HANUMANGARH,BHADRA
4935,JAIPUR,BASSI,MANOHARPURA,General (Woman),SHAKUNTLA DEVI,F,ST (Woman),manoharpura,JAIPUR,BASSI
8492,S. MADHOPUR,GANGAPURCITY,SEW A,General (Woman),SHALANI,F,ST (Woman),sewa,SAWAIMADHOPUR,GANGAPUR
792,BANSW ARA,ANADPURI,CHIKLI TEJA,ST (Woman),SHALANI,F,ST (Woman),chikli teja,BANSWARA,ANANDPURI
3266,CHITTORGARH,GANGRAR,SONIYANA,General (Woman),SHALINI DEVI,F,OBC (Woman),soniyana,CHITTORGARH,GANGRAR
4919,JAIPUR,BASSI,DANAUKALAN,General,SHAMBHU DAYAL SHARMA,M,General,danaukalan,JAIPUR,BASSI
3679,DAUSA,DAUSA,TITARWARA KALAN,OBC,SHAMBHU DAYAL YOGI,M,OBC,titarwara kalan,DAUSA,DAUSA
284,ALWAR,BANSUR,CHA TERPURA,General,SHAMBHU LAL,M,General,chaterpura,ALWAR,BANSUR
330,ALWAR,BEHROR,KHOHER,General (Woman),SHAMBHU LAL,M,General (Woman),khoher,ALWAR,BEHROR
2360,BHILWARA,KOTRI,KANTI,General,SHAMBHU LAL,M,OBC,kanti,BHILWARA,KOTRI
3308,CHITTORGARH,NIMBAHERA,FALVA,General,SHAMBHU LAL,M,OBC,falva,CHITTORGARH,NIMBAHERA
3176,CHITTORGARH,BHOP ALSAGAR,KANADKHEDA,SC,SHAMBHU LAL,M,SC,kanadkheda,CHITTORGARH,BHOPALSAGAR
9526,UDAIPUR,KHERW ADA,SUNDRA,ST,SHAMBHU LAL,M,ST,sundra,UDAIPUR,KHERWARA
9786,UDAIPUR,PHALASIY A,SOM,ST,SHAMBHU LAL,M,ST,som,UDAIPUR,PHALASIY A
1383,BARMER,BARMER,BARMER AAGOR,General,SHAMBHU SINGH,M,General,barmer aagor,BARMER,BARMER
7129,KOT A,KHERABAD,MANDA,General,SHAMBHU SINGH,M,General,manda,KOTA,KHAIRABAD
